"ACCURACY","F1_SCORE","PRECISION","RECALL","ML_FRAMEWORK","TRANSFER_LEARNING","DEEP_LEARNING","MODEL_TYPE","DEPTH","NUM_PARAMS","AVERAGEPOOLING2D_LAYERS","CONV2D_LAYERS","BATCHNORMALIZATION_LAYERS","DENSE_LAYERS","MAXPOOLING2D_LAYERS","INPUTLAYER_LAYERS","AVERAGE_LAYERS","ADD_LAYERS","GLOBALAVERAGEPOOLING2D_LAYERS","ZEROPADDING2D_LAYERS","DROPOUT_LAYERS","DEPTHWISECONV2D_LAYERS","FLATTEN_LAYERS","CONCATENATE_LAYERS","SIGMOID_ACT","SELU_ACT","RELU_ACT","SOFTMAX_ACT","LOSS","OPTIMIZER","MEMORY_SIZE","TEAM","USERNAME","TIMESTAMP","VERSION"
"0.7451587916","0.7407231582","0.7400488537","0.744993615","unknown","null","null","unknown","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","amsay99","2023-03-13 16:13:12.586939","260"
"0.7443841983","0.7405415165","0.7697397892","0.7442885663","keras","null","true","Sequential","11","471443","null","6","null","1","2","null","null","null","null","null","1","null","1","null","null","null","6","1","str","Adam","1887848","null","so2638","2023-03-14 16:52:17.134347","379"
"0.743609605","0.7334621271","0.7528362584","0.7434720049","keras","null","true","Sequential","13","37930147","null","6","null","4","2","null","null","null","null","null","null","null","1","null","null","null","9","1","str","Adam","151723448","null","ivster","2023-03-14 05:49:08.707804","343"
"0.7420604183","0.7366809278","0.736229741","0.7419090271","unknown","null","null","unknown","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","amsay99","2023-03-09 19:19:10.795742","123"
"0.7412858249","0.7343195534","0.7644593162","0.7411877911","keras","null","true","Sequential","14","669823","null","5","null","3","3","null","null","null","null","null","2","null","1","null","null","null","7","1","str","Adam","2681592","null","sairachawla","2023-03-14 03:29:13.626119","313"
"0.7412858249","0.7343195534","0.7644593162","0.7411877911","keras","null","true","Sequential","14","669823","null","5","null","3","3","null","null","null","null","null","2","null","1","null","null","null","7","1","str","Adam","2681592","null","sairachawla","2023-03-14 03:31:03.241122","315"
"0.7405112316","0.7388272176","0.73993428","0.7403982086","keras","null","true","Functional","23","17074499","null","13","null","2","5","1","null","null","null","null","1","null","1","null","null","null","14","1","str","Adam","68302344","null","eminilkay","2023-03-12 03:49:58.427880","204"
"0.7405112316","0.7388272176","0.73993428","0.7403982086","keras","null","true","Functional","144","23827459","null","53","49","2","4","1","null","16","1","18","null","null","null","null","null","null","50","1","str","Adam","95345640","null","eminilkay","2023-03-12 03:53:39.404013","205"
"0.7405112316","0.7388272176","0.73993428","0.7403982086","keras","null","true","Sequential","16","3811619","null","10","null","1","4","null","null","null","null","null","null","null","1","null","null","null","10","1","str","Adam","15249704","null","eminilkay","2023-03-12 03:47:05.838534","203"
"0.7405112316","0.7388272176","0.73993428","0.7403982086","keras","null","true","Sequential","16","3811619","null","10","null","1","4","null","null","null","null","null","null","null","1","null","null","null","10","1","str","Adam","15249704","null","eminilkay","2023-03-12 03:37:58.272553","201"
"0.7405112316","0.7388272176","0.73993428","0.7403982086","unknown","null","null","unknown","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","eminilkay","2023-03-12 03:38:33.794244","202"
"0.7389620449","0.7349278623","0.7336021072","0.7388190435","unknown","null","null","unknown","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","mymstella","2023-03-10 20:06:46.618322","145"
"0.7389620449","0.7349278623","0.7336021072","0.7388190435","keras","null","true","Sequential","16","41083","null","10","null","1","4","null","null","null","null","null","null","null","1","null","null","null","10","1","str","Adam","167560","null","mymstella","2023-03-10 20:05:08.115240","144"
"0.7381874516","0.7327604938","0.7355507255","0.7380402525","keras","null","true","Sequential","16","3811619","null","10","null","1","4","null","null","null","null","null","null","null","1","null","null","null","10","1","str","Adam","15249712","null","ivster","2023-03-07 21:50:49.775051","45"
"0.7350890782","0.7180775259","0.7471911296","0.7348945125","keras","true","true","Sequential","13","1000099","null","6","2","1","2","null","null","null","null","null","1","null","1","null","null","null","6","1","str","Adam","4003432","4","1jiahe","2023-03-14 05:24:24.270735","340"
"0.7343144849","0.7131871081","0.7786167272","0.7341319088","unknown","null","null","unknown","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","amsay99","2023-03-09 19:49:02.830316","124"
"0.7335398916","0.7161870376","0.7505879517","0.7333908883","keras","null","true","Sequential","11","471443","null","6","null","1","2","null","null","null","null","null","1","null","1","null","null","null","6","1","str","Adam","1887848","null","so2638","2023-03-10 03:29:16.425966","128"
"0.7319907049","0.7240727393","0.7563168469","0.7318674796","keras","null","true","Sequential","10","999715","null","6","null","1","2","null","null","null","null","null","null","null","1","null","null","null","6","1","str","Adam","4000936","null","so2638","2023-03-08 04:08:50.326111","90"
"0.7319907049","0.7240727393","0.7563168469","0.7318674796","unknown","null","null","unknown","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","so2638","2023-03-08 04:10:12.943608","91"
"0.7319907049","0.7218923366","0.7304329669","0.7318099246","keras","null","true","Sequential","17","508051","null","10","null","1","5","null","null","null","null","null","null","null","1","null","null","null","10","1","str","Adam","2035432","null","eminilkay","2023-03-12 04:11:30.683069","206"
"0.7304415182","0.6941629522","0.7978687534","0.7302379539","keras","true","true","Functional","22","16097391","null","13","null","2","5","1","null","null","null","null","null","null","1","null","null","null","14","1","str","SGD","64393920","null","sairachawla","2023-03-13 21:21:09.405890","273"
"0.7304415182","0.7308964352","0.7388008806","0.7303602583","unknown","null","null","unknown","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","cj2733","2023-03-10 21:41:38.832595","154"
"0.7304415182","0.7308964352","0.7388008806","0.7303602583","keras","null","true","Sequential","16","3811619","null","10","null","1","4","null","null","null","null","null","null","null","1","null","null","null","10","1","str","Adam","15249704","null","cj2733","2023-03-10 21:41:16.908652","153"
"0.7273431448","0.7175530591","0.7269879082","0.7271821436","keras","null","true","Sequential","16","3811619","null","10","null","1","4","null","null","null","null","null","null","null","1","null","null","null","10","1","str","Adam","15249704","null","Estelle","2023-03-14 21:09:14.962741","425"
"0.7257939582","0.7186457004","0.7185752124","0.7256191658","keras","null","true","Sequential","16","3811619","null","10","null","1","4","null","null","null","null","null","null","null","1","null","null","null","10","1","str","Adam","15249704","null","tzak","2023-03-14 16:01:52.938034","374"
"0.7250193648","0.7274049892","0.7336715738","0.7249608806","keras","null","true","Sequential","16","3811619","null","10","null","1","4","null","null","null","null","null","null","null","1","null","null","null","10","1","str","Adam","15249712","null","jer2240","2023-03-07 21:22:52.599164","35"
"0.7242447715","0.7235667445","0.7231254569","0.7241281318","unknown","null","null","unknown","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","newusertest","2023-03-06 17:41:42.433888","3"
"0.7242447715","0.7235667445","0.7231254569","0.7241281318","keras","null","true","Sequential","16","3811619","null","10","null","1","4","null","null","null","null","null","null","null","1","null","null","null","10","1","str","Adam","15249712","null","newusertest","2023-03-06 17:41:14.051219","2"
"0.7234701782","0.6737087477","0.7905633467","0.7232720013","keras","true","true","Functional","220","22032611","9","94","94","2","4","1","null","null","1","null","null","null","null","15","null","null","95","1","str","Adam","88180824","null","MengYang","2023-03-09 18:43:23.227323","121"
"0.7226955848","0.7225784772","0.735287922","0.7226263062","keras","null","true","Sequential","10","999715","null","6","null","1","2","null","null","null","null","null","null","null","1","null","null","null","6","1","str","Adam","4000936","null","so2638","2023-03-08 03:50:45.502001","88"
"0.7226955848","0.7225784772","0.735287922","0.7226263062","unknown","null","null","unknown","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","so2638","2023-03-08 03:54:16.651110","89"
"0.7219209915","0.7099337161","0.7362453052","0.721737801","keras","null","true","Sequential","16","3811619","null","10","null","1","4","null","null","null","null","null","null","null","1","null","null","null","10","1","str","Adam","15249712","null","mikedparrott","2023-02-28 20:24:48.636891","1"
"0.7219209915","0.7200185046","0.7217238789","0.7217827659","unknown","null","null","unknown","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","ran_liao","2023-03-07 22:19:06.486161","71"
"0.7211463981","0.7061290355","0.728992545","0.7209428227","keras","null","true","Functional","11","36291","null","4","null","1","2","1","null","null","null","null","2","null","1","null","null","null","4","1","str","Adam","146696","null","tzak","2023-03-14 19:50:50.360506","421"
"0.7203718048","0.7023563655","0.7464816444","0.7202053994","keras","null","true","Sequential","16","3811619","null","10","null","1","4","null","null","null","null","null","null","null","1","null","null","null","10","1","str","Adam","15249712","null","sm_5271","2023-03-07 21:44:54.952236","39"
"0.7195972115","0.7198082217","0.720294741","0.7194751704","keras","null","true","Sequential","5","7086467","null","null","null","4","null","null","null","null","null","null","null","null","1","null","null","null","3","1","str","Adam","28346968","7","lprockop","2023-03-06 22:31:06.004778","24"
"0.7172734314","0.7151951172","0.7142427166","0.7171298045","keras","null","true","Functional","18","21611","null","10","null","1","2","1","null","null","1","null","null","null","null","3","null","null","10","1","str","Adam","89672","null","oliverhegi","2023-03-14 01:04:03.621792","289"
"0.7141750581","0.700924455","0.7465786837","0.714043418","keras","null","true","Sequential","16","3811619","null","10","null","1","4","null","null","null","null","null","null","null","1","null","null","null","10","1","str","Adam","15249704","null","kellychen","2023-03-14 20:54:17.402249","423"
"0.7141750581","0.700924455","0.7465786837","0.714043418","unknown","null","null","unknown","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","kellychen","2023-03-14 21:00:31.608206","424"
"0.7141750581","0.7104642566","0.7252691357","0.7140775913","keras","null","true","Functional","144","23827459","null","53","49","2","4","1","null","16","1","18","null","null","null","null","null","null","50","1","str","Adam","95345640","null","eminilkay","2023-03-13 01:05:24.823821","240"
"0.7141750581","0.7104642566","0.7252691357","0.7140775913","keras","null","true","Sequential","14","586531","null","8","null","1","4","null","null","null","null","null","null","null","1","null","null","null","8","1","str","Adam","2348808","null","eminilkay","2023-03-13 01:06:57.002269","241"
"0.7141750581","0.7104642566","0.7252691357","0.7140775913","keras","null","true","Sequential","17","508051","null","10","null","1","5","null","null","null","null","null","null","null","1","null","null","null","10","1","str","Adam","2035432","null","eminilkay","2023-03-13 01:00:47.148346","238"
"0.7141750581","0.7104642566","0.7252691357","0.7140775913","keras","null","true","Functional","23","14780739","null","13","null","2","5","1","null","null","1","null","1","null","null","null","null","null","14","1","str","LossScaleOptimizerV3","59127304","null","eminilkay","2023-03-13 01:10:54.932442","242"
"0.7141750581","0.7104642566","0.7252691357","0.7140775913","keras","null","true","Functional","145","23827459","null","53","49","2","4","1","null","16","1","18","1","null","null","null","null","null","50","1","str","LossScaleOptimizerV3","95345640","null","eminilkay","2023-03-13 01:13:35.095629","243"
"0.7141750581","0.7104642566","0.7252691357","0.7140775913","keras","null","true","Sequential","17","508051","null","10","null","1","5","null","null","null","null","null","null","null","1","null","null","null","10","1","str","LossScaleOptimizerV3","2035432","null","eminilkay","2023-03-13 01:15:17.193453","244"
"0.7141750581","0.7104642566","0.7252691357","0.7140775913","keras","null","true","Functional","23","17074499","null","13","null","2","5","1","null","null","null","null","1","null","1","null","null","null","14","1","str","Adam","68302344","null","eminilkay","2023-03-13 01:02:38.406795","239"
"0.7118512781","0.6986914698","0.7321578276","0.7117178367","keras","null","true","Sequential","16","3811619","null","10","null","1","4","null","null","null","null","null","null","null","1","null","null","null","10","1","str","SGD","15249712","null","ran_liao","2023-03-07 22:13:34.219503","69"
"0.7118512781","0.6986914698","0.7321578276","0.7117178367","keras","null","true","Sequential","16","3811619","null","10","null","1","4","null","null","null","null","null","null","null","1","null","null","null","10","1","str","Adam","15249712","null","ran_liao","2023-03-07 22:09:45.227333","67"
"0.7118512781","0.710154125","0.7155951507","0.711725031","keras","null","true","Sequential","16","3811619","null","10","null","1","4","null","null","null","null","null","null","null","1","null","null","null","10","1","str","Adam","15249704","null","nslerner","2023-03-10 19:11:04.759028","137"
"0.7110766847","0.708604333","0.7140365187","0.7109588302","keras","null","true","Sequential","16","3811619","null","10","null","1","4","null","null","null","null","null","null","null","1","null","null","null","10","1","str","Adam","15249704","null","sairachawla","2023-03-13 19:46:06.236317","264"
"0.7079783114","0.6979713026","0.710539599","0.7077951042","keras","null","true","Sequential","16","3811619","null","10","null","1","4","null","null","null","null","null","null","null","1","null","null","null","10","1","str","Adam","15249704","null","miles_degrazia","2023-03-14 03:27:15.973865","312"
"0.7056545314","0.6844738923","0.7610727451","0.7055486609","unknown","null","null","unknown","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","amsay99","2023-03-07 21:55:06.698751","50"
"0.7041053447","0.7005385531","0.710067811","0.7039641001","keras","null","true","Sequential","16","3811619","null","10","null","1","4","null","null","null","null","null","null","null","1","null","null","null","10","1","str","Adam","15249704","1","sm_5271","2023-03-14 03:56:28.031829","323"
"0.7033307514","0.6893731912","0.7191107949","0.7031961006","keras","null","true","Functional","128","23593859","null","53","53","1","1","1","null","16","1","2","null","null","null","null","null","null","49","1","str","Adam","94416728","null","ran_liao","2023-03-13 00:02:20.526142","233"
"0.7033307514","0.6893731912","0.7191107949","0.7031961006","keras","null","true","Functional","128","23593859","null","53","53","1","1","1","null","16","1","2","null","null","null","null","null","null","49","1","str","Adam","94416728","null","ran_liao","2023-03-12 23:06:18.593245","227"
"0.702556158","0.6778854435","0.7333222896","0.702375942","keras","true","true","Functional","22","16779523","null","13","null","2","5","1","null","null","null","null","null","null","1","null","null","null","14","1","str","SGD","67122464","null","vincent","2023-03-07 22:27:14.158640","73"
"0.7010069713","0.7038534066","0.7168905329","0.700991025","keras","null","true","Sequential","10","999715","null","6","null","1","2","null","null","null","null","null","null","null","1","null","null","null","6","1","str","Adam","4000936","null","shivanshc","2023-03-16 17:53:21.857974","443"
"0.7010069713","0.6897059421","0.720809587","0.7008453389","keras","null","true","Sequential","16","3811619","null","10","null","1","4","null","null","null","null","null","null","null","1","null","null","null","10","1","str","Adam","15249712","null","MengYang","2023-03-07 22:09:16.297864","66"
"0.695584818","0.6967374171","0.7038143971","0.6954999191","keras","null","true","Functional","128","23593859","null","53","53","1","1","1","null","16","1","2","null","null","null","null","null","null","49","1","str","Adam","94416744","6","bobbie8881","2023-03-07 00:53:19.659589","29"
"0.6909372579","0.6856805185","0.7188028587","0.6908541521","unknown","null","null","unknown","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","mymstella","2023-03-11 19:21:57.447317","178"
"0.6909372579","0.6856805185","0.7188028587","0.6908541521","keras","true","true","Sequential","16","41083","null","10","null","1","4","null","null","null","null","null","null","null","1","null","null","null","10","1","str","Adam","167560","null","mymstella","2023-03-11 19:21:36.211634","177"
"0.6878388846","0.6786670892","0.6957249692","0.6876634472","keras","null","true","Sequential","16","3811619","null","10","null","1","4","null","null","null","null","null","null","null","1","null","null","null","10","1","str","Adam","15249704","null","sm_5271","2023-03-13 21:09:57.465516","269"
"0.6878388846","0.6786670892","0.6957249692","0.6876634472","unknown","null","null","unknown","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","sm_5271","2023-03-13 21:11:22.068776","270"
"0.6847405112","0.6731232361","0.7326199133","0.6846544003","keras","null","true","Sequential","16","3811619","null","10","null","1","4","null","null","null","null","null","null","null","1","null","null","null","10","1","str","Adam","15249704","null","xuenricky","2023-03-12 20:22:52.413980","215"
"0.6831913246","0.6519265491","0.7045848036","0.6829745139","keras","null","true","Sequential","16","3811619","null","10","null","1","4","null","null","null","null","null","null","null","1","null","null","null","10","1","str","Adam","15249712","null","timnyt","2023-03-07 21:41:27.578730","38"
"0.6793183579","0.6724635418","0.7054814295","0.6792388352","unknown","null","null","unknown","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","so2638","2023-03-07 21:47:54.933940","43"
"0.6793183579","0.6724635418","0.7054814295","0.6792388352","keras","null","true","Sequential","16","3811619","null","10","null","1","4","null","null","null","null","null","null","null","1","null","null","null","10","1","str","Adam","15249712","null","so2638","2023-03-07 21:47:35.707642","42"
"0.6754453912","0.6748424175","0.6781119088","0.6753448803","keras","null","true","Sequential","16","3811619","null","10","null","1","4","null","null","null","null","null","null","null","1","null","null","null","10","1","str","Adam","15249704","null","sm_5271","2023-03-14 00:22:22.207676","286"
"0.6746707978","0.6752427625","0.6972021398","0.6745642907","keras","null","true","Sequential","16","3811619","null","10","null","1","4","null","null","null","null","null","null","null","1","null","null","null","10","1","str","Adam","15249704","null","MengYang","2023-03-09 18:12:52.564521","119"
"0.6684740511","0.6681355431","0.6956446118","0.6684184967","keras","null","true","Sequential","18","1192099","null","8","4","1","4","null","null","null","null","null","null","null","1","null","null","null","8","1","str","Adam","4773000","null","ran_liao","2023-03-13 01:53:26.971822","246"
"0.6638264911","0.6477792372","0.7092704784","0.6636971888","keras","null","true","Sequential","16","3811619","null","10","null","1","4","null","null","null","null","null","null","null","1","null","null","null","10","1","str","Adam","15249712","null","miles_degrazia","2023-03-07 21:54:23.292255","48"
"0.6615027111","0.5708751321","0.6615060922","0.6612834763","keras","true","true","Functional","25","21867987","null","16","null","2","5","1","null","null","null","null","null","null","1","null","null","null","17","1","function","Adam","87477176","7","adrianwang","2023-03-08 20:25:07.731106","105"
"0.6607281177","0.6470304328","0.7046575722","0.6605820249","keras","null","true","Sequential","16","3811619","null","10","null","1","4","null","null","null","null","null","null","null","1","null","null","null","10","1","str","Adam","15249704","1","sm_5271","2023-03-14 03:20:34.174431","311"
"0.6599535244","0.6379748077","0.6570794902","0.6596971169","keras","null","true","Functional","15","27651","null","8","null","2","3","1","null","null","null","null","null","null","1","null","null","null","9","1","str","Adam","113528","null","tzak","2023-03-14 19:43:35.071146","420"
"0.6591789311","0.6445736945","0.705239443","0.6589273188","keras","true","true","Functional","128","23808899","null","53","53","1","1","1","null","16","null","2","null","null","1","null","null","null","49","1","str","SGD","95276888","null","mcmurrym","2023-03-14 18:13:45.569824","401"
"0.656855151","0.6282225237","0.6608730144","0.6566305149","keras","null","true","Sequential","14","669823","null","5","null","3","3","null","null","null","null","null","2","null","1","null","null","null","7","1","str","Adam","2681592","null","sairachawla","2023-03-14 15:55:02.904836","370"
"0.654531371","0.605688857","0.7085193592","0.6542959406","keras","null","true","Sequential","16","3811619","null","10","null","1","4","null","null","null","null","null","null","null","1","null","null","null","10","1","str","Adam","15249704","null","sairachawla","2023-03-14 02:36:18.621083","304"
"0.6483346243","0.6103968182","0.6498682345","0.6480871958","keras","null","true","Sequential","10","2767551","null","2","2","3","2","null","null","null","null","null","null","null","1","null","null","null","4","1","str","Adam","11072648","null","sairachawla","2023-03-14 02:52:11.635965","308"
"0.647560031","0.6154287237","0.7030138961","0.64737855","keras","null","true","Sequential","16","3811619","null","10","null","1","4","null","null","null","null","null","null","null","1","null","null","null","10","1","str","Adam","15249704","null","sm_5271","2023-03-13 23:28:48.697862","282"
"0.6421378776","0.5458455986","0.7370897357","0.6418694581","unknown","null","null","unknown","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","amsay99","2023-03-08 22:28:59.884344","113"
"0.6421378776","0.5442973949","0.5601313386","0.6419270131","keras","true","true","Functional","222","23016483","9","94","94","4","4","1","null","null","1","null","null","null","null","15","null","null","97","1","str","Adam","92116792","null","MengYang","2023-03-10 18:20:02.912640","135"
"0.6305189775","0.6320989481","0.6393978412","0.6304591809","keras","null","true","Functional","128","23593859","null","53","53","1","1","1","null","16","1","2","null","null","null","null","null","null","49","1","str","SGD","94416728","null","ran_liao","2023-03-12 20:57:38.811950","218"
"0.6289697909","0.5350052561","0.6759322511","0.6287055523","keras","null","true","Sequential","10","999715","null","6","null","1","2","null","null","null","null","null","null","null","1","null","null","null","6","1","str","Adam","4000936","null","lprockop","2023-03-07 21:50:15.125857","44"
"0.6281951975","0.5507468984","0.7183023515","0.6280292811","keras","true","true","Sequential","13","471635","null","6","2","1","2","null","null","null","null","null","1","null","1","null","null","null","6","1","str","Adam","1889576","4","1jiahe","2023-03-14 05:41:41.725602","341"
"0.6235476375","0.6309601494","0.6536086543","0.6234518606","keras","true","true","Functional","22","16097391","null","13","null","2","5","1","null","null","null","null","null","null","1","null","null","null","14","1","str","SGD","64393920","null","sairachawla","2023-03-14 02:52:36.649313","309"
"0.6181254841","0.5266780235","0.6962921115","0.6178600335","keras","null","true","Sequential","16","3811619","null","10","null","1","4","null","null","null","null","null","null","null","1","null","null","null","10","1","str","SGD","15249712","null","vincent","2023-03-07 22:14:17.823200","70"
"0.6165762974","0.624670394","0.6394758609","0.616485908","keras","null","true","Sequential","16","3811619","null","10","null","1","4","null","null","null","null","null","null","null","1","null","null","null","10","1","str","Adam","15249704","null","sm_5271","2023-03-14 02:10:14.316965","301"
"0.6150271108","0.621096159","0.6436106398","0.6150218529","keras","true","true","Functional","128","23593859","null","53","53","1","1","1","null","16","1","2","null","null","null","null","null","null","49","1","str","Adam","94416744","null","hal2148","2023-03-06 21:54:13.537456","15"
